,Student_Id,Sem,subject code,subject,subject_short,grade,credits
0,21pa1a6101,I B.Tech - I Semester,  20BS1T01,  COMMUNICATIVE ENGLISH, CE,A,3
1,21pa1a6101,I B.Tech - I Semester,  20CS1T01,  COMPUTATIONAL THINKING & PROGRAMMING, CT&P,A,3
2,21pa1a6101,I B.Tech - I Semester,  20BS1T04,  APPLIED PHYSICS, AP,O,3
3,21pa1a6101,I B.Tech - I Semester,  20EE1T01,  ELEMENTS OF ELECTRICAL AND ELECTRONICS ENGINEERING, EEEE,A,3
4,21pa1a6101,I B.Tech - I Semester,  20BS1T02,  MATHEMATICS-I (LINEAR ALGEBRA & CALCULUS), M-I,O,3
5,21pa1a6101,I B.Tech - I Semester,  20CS1P01,  COMPUTATIONAL THINKING & PROGRAMMING LAB, CT&P Lab,O,1.5
6,21pa1a6101,I B.Tech - I Semester,  20BS1P04,  APPLIED PHYSICS LAB, AP Lab,O,1.5
7,21pa1a6101,I B.Tech - I Semester,  20BS1P01,  ENGLISH COMMUNICATION SKILLS LAB, ECS Lab,O,1.5
8,21pa1a6101,I B.Tech - I Semester,0,0,0,0,Semester Grade Point Average(SGPA) : 9.08
9,21pa1a6101,I B.Tech - II Semester,  20BS2T01,  MATHEMATICS-II (VECTOR CALCULUS & TRANSFORM CALCULUS), M-II,O,3
10,21pa1a6101,I B.Tech - II Semester,  20IT2T01,  PROGRAMMING FOR PROBLEM SOLVING, PPS,S,3
11,21pa1a6101,I B.Tech - II Semester,  20BS2T04,  APPLIED CHEMISTRY, AC,A,3
12,21pa1a6101,I B.Tech - II Semester,  20BS2T07,  ENVIRONMENTAL SCIENCE, ES,P,--
13,21pa1a6101,I B.Tech - II Semester,  20EC2T02,  DIGITAL LOGIC DESIGN, DLD,O,3
14,21pa1a6101,I B.Tech - II Semester,  20IT2P01,  PROGRAMMING FOR PROBLEM SOLVING LAB, PPS LAB,O,1.5
15,21pa1a6101,I B.Tech - II Semester,  20CS2P03,  COMPUTER ENGINEERING WORKSHOP LAB, CEW LAB,O,3
16,21pa1a6101,I B.Tech - II Semester,  20CS2P04,  ADVANCED PYTHON PROGRAMMING LAB, APP LAB,O,1.5
17,21pa1a6101,I B.Tech - II Semester,  20BS2P03,  APPLIED CHEMISTRY LAB, AC LAB,O,1.5
18,21pa1a6101,I B.Tech - II Semester,0,0,0,0,Semester Grade Point Average(SGPA) : 9.54
19,21pa1a6101,II B.Tech - I Semester,  20IT3T01,  Database Management Systems, DBMS,S,3
20,21pa1a6101,II B.Tech - I Semester,  20IT3T02,  Object Oriented Programming through Java, OOPthJAVA,S,3
21,21pa1a6101,II B.Tech - I Semester,  20BS3T02,  Probability & Statistics, P & S,S,3
22,21pa1a6101,II B.Tech - I Semester,  20BS3A01,  Constitution of India, COI,P,--
23,21pa1a6101,II B.Tech - I Semester,  20IT3P02,  Object Oriented Programming through Java Lab, OOP th Java Lab,O,1.5
24,21pa1a6101,II B.Tech - I Semester,  20BS3T04,  Discrete Mathematical Structures, DMS,S,3
25,21pa1a6101,II B.Tech - I Semester,  20IT3P01,  Database Management Systems Lab, DBMS Lab,O,1.5
26,21pa1a6101,II B.Tech - I Semester,  20CS3T01,  Data Structures, DS,A,3
27,21pa1a6101,II B.Tech - I Semester,  20CS3P01,  Data Structures Lab, DS Lab,O,1.5
